SRR057629	SRR057630	SRR057632	SRR057649	SRR057650	SRR057651
ENSG00000048991	130	110	169	83	95	97
ENSG00000049089	149	529	1691	61	361	436
ENSG00000049130	135	44	90	118	52	50
ENSG00000049167	21	15	43	26	18	35
ENSG00000049192	12	11	8	13	15	4
ENSG00000049239	712	235	554	737	327	295
ENSG00000049245	340	203	346	297	231	193
ENSG00000049246	273	165	272	225	171	123
ENSG00000049247	0	3	0	0	1	0
ENSG00000049249	1	6	1	1	5	3
ENSG00000049283	208	63	173	117	96	105
ENSG00000049319	197	25	113	204	103	88
ENSG00000049323	745	428	618	1201	644	354
ENSG00000049449	413	276	413	386	245	301
ENSG00000049540	349	132	151	463	241	138
ENSG00000049541	72	21	56	50	39	35
ENSG00000049618	518	372	510	441	343	260
ENSG00000049656	420	499	615	268	390	308
ENSG00000049759	1207	2852	3871	476	1834	1114
ENSG00000049768	11	16	12	8	11	17
ENSG00000049769	25	14	23	27	21	13
ENSG00000049860	883	211	694	700	309	366
ENSG00000049883	16	13	38	20	20	19
ENSG00000050030	45	50	40	13	36	19
ENSG00000050130	177	119	264	110	87	114
ENSG00000050165	622	164	216	741	354	189
ENSG00000050327	149	104	184	76	90	85
ENSG00000050344	19	60	113	26	41	48
ENSG00000050393	146	32	159	76	66	83
ENSG00000050405	539	510	613	607	511	369
ENSG00000050426	254	158	369	184	195	238
ENSG00000050438	9	8	3	22	7	1
ENSG00000050555	68	59	69	77	58	49
ENSG00000050628	58	27	23	54	52	9
ENSG00000050730	1	3	0	0	1	0
ENSG00000050748	277	253	294	167	234	133
ENSG00000050767	48	5	6	27	19	13
ENSG00000050820	217	133	220	180	131	129
ENSG00000051009	284	160	391	166	160	206
ENSG00000051108	1702	1076	2022	825	991	1396
ENSG00000051128	28	26	54	22	24	27
ENSG00000051180	5	4	3	4	4	4
ENSG00000051341	4	3	2	0	0	5
ENSG00000051382	237	178	225	125	180	93
ENSG00000051523	65	58	63	100	74	46
ENSG00000051596	51	28	41	34	27	21
ENSG00000051620	612	433	698	342	388	450
ENSG00000051825	45	22	82	41	33	43
ENSG00000052126	233	134	187	197	114	121
ENSG00000052344	312	313	904	117	270	324
ENSG00000052723	112	87	130	87	67	75
ENSG00000052749	103	78	138	78	91	86
ENSG00000052795	138	278	657	124	190	200
ENSG00000052802	328	74	120	103	72	65
ENSG00000052841	452	341	692	262	362	431
ENSG00000052850	4	4	12	1	2	2
ENSG00000053108	52	4	11	58	12	6
ENSG00000053254	418	196	394	313	183	189
ENSG00000053328	9	2	4	14	6	3
ENSG00000053371	144	89	137	85	78	74
ENSG00000053372	71	46	86	62	61	71
ENSG00000053438	13	4	22	20	8	8
ENSG00000053501	41	33	72	24	42	37
ENSG00000053524	8	34	28	10	22	5
ENSG00000053702	33	26	35	26	23	26
ENSG00000053747	254	404	464	266	327	77
ENSG00000053770	139	87	168	94	80	67
ENSG00000053900	130	82	165	128	117	99
ENSG00000053918	72	29	131	63	48	70
ENSG00000054116	244	130	261	190	140	181
ENSG00000054118	930	625	1043	539	572	677
ENSG00000054148	262	182	275	130	184	173
ENSG00000054179	64	60	67	20	70	34
ENSG00000054219	18	10	4	17	9	8
ENSG00000054267	266	249	290	149	155	141
ENSG00000054277	3	12	13	7	4	2
ENSG00000054282	117	66	143	102	67	78
ENSG00000054356	2	1	0	3	2	1
ENSG00000054392	74	46	73	32	40	32
ENSG00000054523	332	359	351	223	274	191
ENSG00000054598	55	43	58	39	50	60
ENSG00000054611	88	32	84	64	46	58
ENSG00000054654	231	259	580	282	283	261
ENSG00000054690	1292	1565	3110	274	1071	959
ENSG00000054793	827	684	805	732	666	329
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	0	1	1	0
ENSG00000054938	46	6	37	113	28	27
ENSG00000054965	359	370	367	255	329	207
ENSG00000054967	6	8	4	15	14	10
ENSG00000054983	164	188	376	104	159	145
ENSG00000055044	193	182	270	164	184	164
ENSG00000055070	320	243	416	283	250	212
ENSG00000055118	106	21	104	129	67	63
ENSG00000055130	272	158	249	243	199	152
ENSG00000055147	75	59	107	70	59	65
ENSG00000055163	180	404	338	176	371	138
ENSG00000055208	544	438	493	359	428	258
ENSG00000055211	165	115	207	179	135	122
ENSG00000055332	365	591	402	255	295	196
ENSG00000055483	334	257	345	290	272	225
ENSG00000055609	509	352	524	344	352	222
ENSG00000055732	6	34	16	9	17	9
ENSG00000055813	4	1	1	2	3	1
ENSG00000055917	781	548	944	449	419	446
ENSG00000055950	146	102	197	98	114	146
ENSG00000055955	9	3	10	4	3	3
ENSG00000055957	0	0	0	0	0	1
ENSG00000056050	31	21	46	33	30	39
ENSG00000056097	445	406	435	279	347	201
ENSG00000056277	18	19	21	14	11	13
ENSG00000056291	0	2	0	0	0	0
ENSG00000056487	71	107	146	26	69	68
ENSG00000056558	116	91	106	121	88	100
ENSG00000056586	202	231	212	154	142	155
ENSG00000056661	167	122	245	117	123	123
ENSG00000056678	0	0	0	0	0	0
ENSG00000056736	37	34	63	35	42	39
ENSG00000056972	164	56	93	107	80	63
ENSG00000056998	54	20	44	58	52	32
ENSG00000057019	220	114	152	218	138	97
ENSG00000057149	0	2	5	4	10	2
ENSG00000057252	522	197	844	193	215	386
ENSG00000057294	80	52	67	68	65	44
ENSG00000057468	0	0	3	0	0	2
ENSG00000057593	6	0	1	4	3	1
ENSG00000057608	568	509	824	466	453	464
ENSG00000057657	68	81	34	51	54	24
ENSG00000057663	229	101	152	113	107	79
ENSG00000057704	181	210	263	67	163	141
ENSG00000057757	257	160	246	166	172	180
ENSG00000057935	208	151	238	184	171	146
ENSG00000058056	129	102	106	61	79	40
ENSG00000058063	482	470	762	231	291	326
ENSG00000058085	112	278	252	201	235	115
ENSG00000058091	158	121	209	192	127	79
ENSG00000058262	1415	1004	2871	843	940	1591
ENSG00000058272	636	280	390	546	318	217
ENSG00000058335	9	6	4	7	4	6
ENSG00000058404	41	105	186	1	79	77
ENSG00000058453	150	57	171	127	86	102
ENSG00000058600	317	239	453	182	206	272
ENSG00000058668	1054	309	484	1254	698	324
ENSG00000058673	501	374	588	339	335	362
ENSG00000058729	75	49	81	65	62	65
ENSG00000058799	260	199	390	96	168	228
ENSG00000058804	59	43	91	59	65	59
ENSG00000058866	17	5	4	21	8	3
ENSG00000059122	236	129	161	168	119	75
ENSG00000059145	200	102	262	128	124	142
ENSG00000059377	42	36	190	34	27	122
ENSG00000059378	94	261	138	117	139	102
ENSG00000059573	361	288	572	269	301	287
ENSG00000059588	360	316	332	182	246	202
ENSG00000059691	41	38	45	34	42	40
ENSG00000059728	87	91	93	77	93	36
ENSG00000059758	175	254	140	89	198	63
ENSG00000059769	64	51	90	39	44	51
ENSG00000059804	82	333	102	129	266	52
ENSG00000059915	37	7	22	20	6	8
ENSG00000060069	90	87	137	64	62	76
ENSG00000060138	372	631	612	505	547	402
ENSG00000060140	85	106	141	22	73	80
ENSG00000060237	955	624	988	689	603	442
ENSG00000060303	25	13	38	16	14	17
ENSG00000060339	331	227	450	225	243	294
ENSG00000060491	194	147	189	144	132	106
ENSG00000060558	46	56	47	61	61	42
ENSG00000060566	0	0	1	0	0	0
ENSG00000060642	107	54	168	87	51	75
ENSG00000060656	265	54	157	285	99	119
ENSG00000060688	99	102	127	73	90	77
ENSG00000060709	23	6	23	17	9	8
ENSG00000060718	8	1	5	25	6	0
ENSG00000060749	90	34	56	66	42	33
ENSG00000060762	123	69	97	86	89	93
ENSG00000060971	415	196	396	182	197	271
ENSG00000060982	23	25	11	32	17	2
ENSG00000061273	347	257	354	408	273	216
ENSG00000061337	21	29	16	22	32	11
ENSG00000061455	9	16	16	15	23	18
ENSG00000061492	0	0	0	0	0	0
ENSG00000061656	7	14	8	7	8	5
ENSG00000061676	884	588	798	706	513	340
ENSG00000061794	141	109	205	111	120	149
ENSG00000061918	75	357	126	91	222	59
ENSG00000061936	197	134	217	194	134	161
ENSG00000061938	468	339	422	285	329	245
ENSG00000061987	339	241	368	216	179	206
ENSG00000062038	243	90	262	306	175	194
ENSG00000062096	1	0	0	0	0	2
ENSG00000062194	319	74	430	259	152	271
ENSG00000062282	28	10	15	14	7	14
ENSG00000062370	48	14	37	34	30	23
ENSG00000062485	447	311	558	334	336	335
ENSG00000062524	4	4	4	4	2	4
ENSG00000062582	9	4	21	7	5	6
ENSG00000062598	363	267	589	255	257	297
ENSG00000062650	285	205	241	192	173	132
ENSG00000062716	735	1465	1167	831	1422	659
ENSG00000062725	283	212	333	213	172	181
ENSG00000062822	37	12	45	35	29	35
ENSG00000063015	5	9	25	0	9	11
ENSG00000063046	758	497	944	671	621	656
ENSG00000063127	23	11	23	30	19	15
ENSG00000063169	144	63	115	109	60	71
ENSG00000063176	62	41	143	30	31	66
ENSG00000063177	1242	734	1503	854	873	1026
ENSG00000063180	74	12	31	54	23	37
ENSG00000063241	103	54	128	60	61	81
ENSG00000063244	523	322	643	386	378	386
ENSG00000063245	480	206	444	282	219	257
ENSG00000063322	319	190	330	201	177	189
ENSG00000063438	0	25	6	4	13	2
ENSG00000063515	0	0	0	0	0	0
ENSG00000063587	164	237	290	171	193	160
ENSG00000063601	163	106	186	144	125	106
ENSG00000063660	782	446	426	335	405	261
ENSG00000063761	59	37	101	47	46	49
ENSG00000063854	145	92	176	103	96	84
ENSG00000063978	200	167	264	201	192	159
ENSG00000064012	44	80	106	81	62	70
ENSG00000064042	900	829	912	646	581	338
ENSG00000064102	64	52	71	39	47	67
ENSG00000064115	270	175	205	200	174	78
ENSG00000064195	12	0	3	8	2	2
ENSG00000064199	22	11	7	10	16	11
ENSG00000064201	3	10	9	9	10	8
ENSG00000064205	5	1	4	6	3	3
ENSG00000064218	0	0	0	0	1	0
ENSG00000064225	50	58	23	25	49	15
ENSG00000064270	339	199	270	169	215	193
ENSG00000064300	75	20	48	87	42	55
ENSG00000064309	55	70	116	34	52	31
ENSG00000064313	120	162	166	104	127	69
ENSG00000064393	1007	1051	1624	337	687	673
ENSG00000064419	231	122	174	165	143	106
ENSG00000064489	1	0	0	0	0	1
ENSG00000064490	87	32	87	52	37	42
ENSG00000064545	68	58	130	55	48	69
ENSG00000064547	102	50	91	63	54	69
ENSG00000064601	218	173	410	267	223	234
ENSG00000064607	604	427	846	376	441	406
ENSG00000064651	616	1223	521	157	740	161
ENSG00000064652	34	20	22	35	19	17
ENSG00000064655	246	121	179	175	132	150
ENSG00000064666	328	166	227	371	286	195
ENSG00000064687	97	73	150	54	68	97
ENSG00000064692	50	26	32	110	54	20
ENSG00000064703	62	54	72	45	46	52
ENSG00000064726	266	154	289	214	175	127
ENSG00000064763	18	9	23	17	9	14
ENSG00000064787	488	183	144	123	180	90
ENSG00000064835	1	0	0	0	0	0
ENSG00000064886	8	10	24	20	13	26
ENSG00000064932	241	206	299	326	275	184
ENSG00000064933	67	63	96	64	45	67
ENSG00000064961	423	282	663	185	271	397
ENSG00000064989	64	52	41	76	42	15
ENSG00000064995	72	64	116	82	64	69
ENSG00000064999	200	109	268	171	148	95
ENSG00000065000	864	631	1341	591	636	667
ENSG00000065029	270	164	378	158	173	205
ENSG00000065054	334	270	531	135	261	338
ENSG00000065057	27	23	51	18	26	23
ENSG00000065060	207	154	188	157	115	104
ENSG00000065135	273	217	282	227	197	186
ENSG00000065150	669	359	598	576	391	329
ENSG00000065154	382	178	257	377	271	169
ENSG00000065183	90	98	137	78	75	83
ENSG00000065243	286	176	279	183	144	152
ENSG00000065268	100	28	89	51	34	45
ENSG00000065308	112	132	238	152	134	128
ENSG00000065320	64	24	57	83	32	39
ENSG00000065325	0	0	0	1	1	1
ENSG00000065328	1	2	2	2	3	1
ENSG00000065357	287	93	169	291	150	154
ENSG00000065361	928	645	1223	602	626	692
ENSG00000065371	0	0	1	2	4	1
ENSG00000065413	24	50	26	18	22	17
ENSG00000065427	301	239	430	261	236	296
ENSG00000065457	105	112	144	64	87	69
ENSG00000065485	246	153	661	98	155	365
ENSG00000065491	83	139	103	50	116	60
ENSG00000065518	142	142	242	124	138	155
ENSG00000065526	568	330	569	476	322	247
ENSG00000065534	6745	949	2370	7028	3370	1402
ENSG00000065548	232	178	272	164	180	142
ENSG00000065559	229	179	215	123	157	131
ENSG00000065600	39	45	38	21	33	24
ENSG00000065609	35	95	65	7	63	5
ENSG00000065613	352	340	299	252	191	162
ENSG00000065615	44	48	61	34	39	33
ENSG00000065618	230	46	70	221	110	28
ENSG00000065621	174	191	95	91	185	90
ENSG00000065665	57	54	70	47	48	40
ENSG00000065675	7	5	16	9	7	8
ENSG00000065717	406	110	140	254	144	130
ENSG00000065802	194	92	160	148	149	104
ENSG00000065809	318	227	235	357	229	142
ENSG00000065833	63	58	45	50	57	15
ENSG00000065882	289	150	149	332	221	111
ENSG00000065883	279	196	306	245	202	199
ENSG00000065911	65	106	94	66	94	63
ENSG00000065923	53	71	86	19	25	29
ENSG00000065970	229	119	170	181	143	92
ENSG00000065978	298	176	274	250	224	203
ENSG00000065989	94	30	42	75	44	34
ENSG00000066027	181	138	178	141	130	87
ENSG00000066032	2	1	1	0	2	1
ENSG00000066044	326	178	374	198	225	210
ENSG00000066056	52	37	44	60	43	33
ENSG00000066084	194	244	312	124	172	134
ENSG00000066117	193	153	244	155	166	161
ENSG00000066135	252	161	299	166	161	162
ENSG00000066136	198	81	194	128	121	115
ENSG00000066185	7	20	17	3	9	7
ENSG00000066230	22	5	25	12	11	11
ENSG00000066248	10	7	26	3	9	9
ENSG00000066279	2	4	3	4	3	7
ENSG00000066294	21	52	38	40	44	33
ENSG00000066322	355	207	308	209	250	170
ENSG00000066336	26	47	28	55	45	27
ENSG00000066379	25	19	40	31	27	31
ENSG00000066382	147	98	38	81	86	37
ENSG00000066405	4	0	0	4	1	0
ENSG00000066422	135	123	161	82	96	94
ENSG00000066427	85	105	119	54	68	54
ENSG00000066455	280	244	391	199	184	187
ENSG00000066468	228	45	122	230	137	101
ENSG00000066557	74	53	78	46	56	37
ENSG00000066583	102	67	130	60	66	66
ENSG00000066629	126	92	114	134	95	58
ENSG00000066651	43	48	46	40	37	41
ENSG00000066654	524	200	720	334	205	342
ENSG00000066697	41	38	51	51	40	24
ENSG00000066735	13	2	10	12	6	5
ENSG00000066739	293	205	294	216	179	167
ENSG00000066777	347	455	392	197	319	194
ENSG00000066813	1	1	0	0	0	1
ENSG00000066827	54	47	65	35	21	43
ENSG00000066855	85	94	123	62	81	84
ENSG00000066923	49	28	39	53	38	22
ENSG00000066926	229	107	178	94	90	110
ENSG00000066933	217	130	207	141	132	112
ENSG00000067048	401	447	413	314	332	219
ENSG00000067057	294	146	171	333	198	158
ENSG00000067064	423	183	284	135	168	176
ENSG00000067066	254	307	217	237	181	147
ENSG00000067082	301	621	339	363	479	144
ENSG00000067113	1139	614	2344	512	584	1091
ENSG00000067141	781	270	1129	556	396	620
ENSG00000067167	579	431	521	529	367	229
ENSG00000067177	155	120	129	105	94	88
ENSG00000067182	277	156	347	304	208	182
ENSG00000067191	60	46	47	43	60	34
ENSG00000067208	105	71	109	56	65	60
ENSG00000067221	36	16	45	30	27	24
ENSG00000067225	1965	1197	1417	1752	1587	990
ENSG00000067248	338	72	145	161	109	79
ENSG00000067334	129	123	171	120	138	118
ENSG00000067365	62	36	74	39	38	41
ENSG00000067369	427	259	408	236	255	241
ENSG00000067445	187	31	49	114	55	51
ENSG00000067533	58	54	75	56	37	55
ENSG00000067560	1218	859	1191	1136	994	850
ENSG00000067596	220	106	248	184	125	141
ENSG00000067601	8	15	8	3	7	7
ENSG00000067606	115	84	144	41	86	85
ENSG00000067646	95	100	126	52	48	51
ENSG00000067704	371	231	532	300	264	253
ENSG00000067715	88	33	19	79	69	16
ENSG00000067798	19	13	15	15	21	10
ENSG00000067829	206	114	298	159	160	176
ENSG00000067836	180	103	279	85	131	155
ENSG00000067840	41	37	62	71	71	30
ENSG00000067842	2	0	4	2	3	1
ENSG00000067900	323	350	284	231	184	143
ENSG00000067955	96	137	195	115	129	112
ENSG00000067992	27	18	14	17	29	13
ENSG00000068001	75	47	148	64	71	92
ENSG00000068024	188	97	155	123	127	71
ENSG00000068028	132	63	108	124	99	66
ENSG00000068078	164	11	112	28	15	77
ENSG00000068079	85	141	59	64	81	53
ENSG00000068097	111	55	120	67	60	68
ENSG00000068120	249	146	337	156	168	203
ENSG00000068137	256	123	189	177	153	112
ENSG00000068305	331	203	236	313	225	133
ENSG00000068308	334	218	391	195	214	245
ENSG00000068323	271	138	190	261	186	143
ENSG00000068354	79	44	94	44	59	35
ENSG00000068366	133	71	74	174	111	41
ENSG00000068383	223	157	186	159	180	110
ENSG00000068394	63	51	77	51	41	49
ENSG00000068400	251	208	345	216	203	209
ENSG00000068438	85	69	107	70	72	85
ENSG00000068489	7	0	3	5	9	2
ENSG00000068615	63	26	38	86	61	11
ENSG00000068650	173	300	976	215	159	340
ENSG00000068654	363	188	346	251	166	179
ENSG00000068697	1007	550	1035	1013	656	634
ENSG00000068724	106	76	109	110	96	65
ENSG00000068745	542	417	720	359	458	496
ENSG00000068781	3	3	2	1	1	0
ENSG00000068784	90	68	134	45	52	74
ENSG00000068793	684	554	718	465	508	369
ENSG00000068796	81	87	74	76	50	46
ENSG00000068831	95	58	75	135	89	72
ENSG00000068878	461	347	447	269	264	255
ENSG00000068885	72	45	141	56	61	61
ENSG00000068903	197	119	225	117	154	150
ENSG00000068912	473	334	841	272	295	413
ENSG00000068971	90	42	74	84	47	54
ENSG00000068976	186	18	64	119	83	43
ENSG00000068985	0	0	0	0	0	0
ENSG00000069011	30	5	13	7	7	9
ENSG00000069018	0	2	1	0	0	1
ENSG00000069020	254	127	129	181	149	71
ENSG00000069122	56	37	97	63	63	20
ENSG00000069188	132	104	406	87	100	139
ENSG00000069206	0	1	7	0	1	2
ENSG00000069248	187	115	168	153	130	72
ENSG00000069275	977	570	771	755	613	418
ENSG00000069329	508	298	535	369	306	277
ENSG00000069345	301	246	364	236	238	216
ENSG00000069399	155	136	195	177	202	138
ENSG00000069424	23	52	80	60	49	53
ENSG00000069431	118	50	78	168	81	35
ENSG00000069482	0	1	5	1	3	5
ENSG00000069493	37	28	39	42	48	41
ENSG00000069509	56	33	58	38	39	25
ENSG00000069535	471	61	1305	662	277	522
ENSG00000069667	105	64	91	80	40	54
ENSG00000069696	9	5	5	5	0	4
ENSG00000069702	194	82	126	234	115	72
ENSG00000069712	58	14	32	24	13	10
ENSG00000069764	3	1	0	1	3	2
ENSG00000069812	23	14	5	12	18	7
ENSG00000069849	230	221	227	166	223	154
ENSG00000069869	82	46	86	80	48	30
ENSG00000069943	43	26	61	33	28	30
ENSG00000069956	116	204	414	105	141	160
ENSG00000069966	107	88	90	110	92	46
ENSG00000069974	754	252	132	235	234	153
ENSG00000069998	119	106	213	103	124	124
ENSG00000070010	224	153	326	171	165	197
ENSG00000070018	207	283	245	175	149	120
ENSG00000070019	19	0	0	11	4	1
ENSG00000070031	0	0	2	1	2	1
ENSG00000070047	196	140	237	160	138	140
ENSG00000070061	269	184	318	153	172	192
ENSG00000070081	340	313	1363	241	325	534
ENSG00000070087	538	375	753	317	356	384
ENSG00000070159	191	226	274	126	212	138
ENSG00000070182	24	10	19	37	30	20
ENSG00000070190	16	19	14	17	23	10
ENSG00000070193	17	4	11	21	9	12
ENSG00000070214	293	183	315	254	228	177
ENSG00000070269	96	60	110	79	56	62
ENSG00000070366	342	199	276	246	216	162
ENSG00000070367	145	121	153	112	102	56
ENSG00000070371	81	50	54	54	44	52
ENSG00000070388	2	0	2	2	0	2
ENSG00000070404	148	57	101	287	85	71
ENSG00000070413	556	415	833	372	393	434
ENSG00000070423	95	56	126	50	41	75
ENSG00000070444	198	121	222	137	119	122
ENSG00000070476	178	113	237	150	102	121
ENSG00000070495	119	88	106	101	98	71
ENSG00000070501	70	105	139	54	96	72
ENSG00000070526	66	14	98	24	35	95
ENSG00000070540	129	85	198	101	103	125
ENSG00000070601	2	0	3	0	3	1
ENSG00000070610	428	297	601	321	331	325
ENSG00000070614	629	467	694	423	388	371
ENSG00000070669	64	89	149	94	96	75
ENSG00000070718	94	49	89	93	54	33
ENSG00000070729	1	2	1	1	0	0
ENSG00000070731	53	8	21	64	23	27
ENSG00000070748	0	2	0	1	1	0
ENSG00000070756	2163	2487	2934	1980	2400	2020
ENSG00000070759	294	145	245	139	127	70
ENSG00000070761	75	76	119	56	76	60
ENSG00000070770	225	186	272	188	168	175
ENSG00000070778	200	66	165	185	97	92
ENSG00000070785	77	48	86	64	56	73
ENSG00000070808	1	2	1	2	4	2
ENSG00000070814	141	87	181	128	103	125
ENSG00000070831	394	354	386	346	352	252
ENSG00000070882	48	23	24	42	34	16
ENSG00000070886	0	4	3	0	1	2
ENSG00000070915	1	1	0	1	2	4
ENSG00000070950	84	33	69	51	36	35
ENSG00000070961	177	180	248	178	129	99
ENSG00000070985	4	1	2	1	0	0
ENSG00000071051	175	97	119	117	102	78
ENSG00000071054	291	258	326	225	285	174
ENSG00000071073	119	467	454	128	324	137
ENSG00000071082	553	359	590	502	510	701
ENSG00000071127	1186	657	988	1166	931	621
ENSG00000071189	261	189	283	153	144	117
ENSG00000071203	0	2	0	1	0	0
ENSG00000071205	130	54	109	122	77	80
ENSG00000071242	359	267	403	247	267	244
ENSG00000071243	42	86	89	41	55	44
ENSG00000071246	59	58	89	98	93	60
ENSG00000071282	85	48	46	227	55	30
ENSG00000071462	193	164	250	171	163	183
ENSG00000071537	722	1096	1983	418	800	827
ENSG00000071539	4	3	5	6	8	5
ENSG00000071553	1014	790	1415	419	717	716
ENSG00000071564	165	115	212	123	108	118
ENSG00000071575	322	115	187	333	174	150
ENSG00000071626	375	248	519	271	279	319
ENSG00000071655	157	94	234	131	102	133
ENSG00000071677	0	0	0	0	0	0
ENSG00000071794	230	186	238	108	126	124
ENSG00000071859	255	208	299	227	256	222
ENSG00000071889	171	93	264	104	88	139
ENSG00000071894	607	421	550	491	424	274
ENSG00000071909	5	0	0	3	0	3
ENSG00000071967	806	353	504	1288	466	259
ENSG00000071991	9	4	2	18	9	5
ENSG00000071994	138	113	206	118	111	125
ENSG00000072041	0	2	5	1	3	5
ENSG00000072042	6883	5221	15330	938	4069	5658
ENSG00000072062	288	137	273	311	184	174
ENSG00000072071	142	43	114	155	70	53
ENSG00000072080	0	0	0	0	0	0
ENSG00000072110	2093	515	1246	2761	1125	808
ENSG00000072121	191	104	195	157	112	85
ENSG00000072133	38	50	36	17	22	18
ENSG00000072134	192	89	171	168	111	98
ENSG00000072135	533	273	683	252	280	407
ENSG00000072163	375	58	195	416	206	179
ENSG00000072182	0	2	0	0	1	2
ENSG00000072195	409	88	239	507	267	182
ENSG00000072201	80	35	79	41	37	24
ENSG00000072210	1055	277	544	520	404	366
ENSG00000072274	161	263	117	143	192	68
ENSG00000072310	519	523	1257	216	374	641
ENSG00000072315	0	0	0	1	0	0
ENSG00000072364	724	612	663	487	396	284
ENSG00000072401	61	53	64	35	59	40
ENSG00000072415	362	257	333	194	196	182
ENSG00000072422	62	49	66	73	42	39
ENSG00000072444	0	0	0	0	0	1
ENSG00000072501	456	297	444	312	318	260
ENSG00000072506	159	79	202	101	111	141
ENSG00000072518	362	224	415	207	246	224
ENSG00000072571	2	3	7	4	2	4
ENSG00000072609	148	131	176	114	108	119
ENSG00000072657	17	1	3	25	10	7
ENSG00000072682	81	58	91	55	66	53
ENSG00000072694	12	23	18	21	10	30
ENSG00000072736	106	74	126	85	79	54
ENSG00000072756	137	226	120	74	111	57
ENSG00000072778	1793	1031	2090	1211	1157	1373
ENSG00000072786	64	74	81	90	65	61
ENSG00000072803	220	201	257	200	193	126
ENSG00000072818	75	55	101	68	55	92
ENSG00000072832	153	56	115	132	71	71
ENSG00000072840	270	119	256	154	114	125
ENSG00000072849	179	138	252	108	136	167
ENSG00000072858	221	109	71	148	122	71
ENSG00000072864	102	74	71	96	90	48
ENSG00000072952	594	150	261	767	368	170
ENSG00000072954	68	43	57	20	42	51
ENSG00000072958	133	81	156	117	99	77
ENSG00000073008	175	178	262	96	161	134
ENSG00000073009	35	20	53	40	28	26
ENSG00000073050	116	56	91	81	72	83
ENSG00000073060	232	136	315	123	138	159
ENSG00000073067	4	3	4	1	1	4
ENSG00000073111	104	36	86	36	41	49
ENSG00000073146	9	16	14	4	22	9
ENSG00000073150	45	44	64	20	37	24
ENSG00000073169	139	81	188	73	86	101
ENSG00000073282	220	40	68	182	84	62
ENSG00000073331	89	55	81	118	69	56
ENSG00000073350	264	161	278	172	172	167
ENSG00000073417	189	120	148	167	138	91
ENSG00000073464	22	2	28	22	6	11
ENSG00000073536	46	41	74	52	32	45
ENSG00000073578	298	367	344	211	306	202
ENSG00000073584	213	145	206	185	168	131
ENSG00000073598	0	0	0	0	0	0
ENSG00000073605	95	104	107	82	79	70
